Category,Subcategory,Language,Phrase,phrase_length
Admissions / Enrollment,I need an N#,EN,I need that N# to complete my application!,42.0
Admissions / Enrollment,I need an N#,EN,I’m really pressed for time—my N#?,34.0
Admissions / Enrollment,I need an N#,EN,I need my N# to register for classes!,37.0
Admissions / Enrollment,I need an N#,EN,"I can’t find my N#, can you check for me?",41.0
Admissions / Enrollment,I need an N#,EN,Can you help me retrieve my N# quickly?,39.0
Admissions / Enrollment,I need an N#,EN,Is it possible to get my N# in a jiffy?,39.0
Admissions / Enrollment,I need an N#,EN,I urgently need my N# for financial aid!,40.0
Admissions / Enrollment,I need an N#,EN,Could you please assist me in obtaining my N#?,46.0
Admissions / Enrollment,I need an N#,EN,I would greatly appreciate your help in retrieving my N#.,57.0
Admissions / Enrollment,I need an N#,EN,Would it be possible for you to provide me with my N#?,54.0
Admissions / Enrollment,I need an N#,EN,"I am in need of my N# and would like your assistance, please.",61.0
Admissions / Enrollment,I need an N#,EN,Could you kindly help me find my N#?,36.0
Admissions / Enrollment,I need an N#,EN,I would like to request my N# if you could assist me.,53.0
Admissions / Enrollment,I need an N#,EN,Is there any way you could help me access my N#?,48.0
Admissions / Enrollment,I need an N#,EN,I would be grateful if you could help me obtain my N#.,54.0
Admissions / Enrollment,I need an N#,EN,May I please have assistance in locating my N#?,47.0
Admissions / Enrollment,I need an N#,EN,"If you could assist me, I need to retrieve my N#.",49.0
Admissions / Enrollment,I need an N#,EN,I kindly request your help in finding my N#.,44.0
Admissions / Enrollment,I need an N#,EN,"Could you help me acquire my N#, please?",40.0
Admissions / Enrollment,I need an N#,EN,"I need to access my N#, and I would appreciate your support.",60.0
Admissions / Enrollment,I need an N#,EN,Would you be able to assist me with my N# request?,50.0
Admissions / Enrollment,I need an N#,EN,"I would like to inquire about my N#, could you help?",52.0
Admissions / Enrollment,I need an N#,EN,Could you please guide me on how to obtain my N#?,49.0
Admissions / Enrollment,I need an N#,EN,I am looking to retrieve my N# and would appreciate your help.,62.0
Admissions / Enrollment,I need an N#,EN,Would you mind assisting me in acquiring my N#?,47.0
Admissions / Enrollment,I need an N#,EN,"I need your guidance to access my N#, please.",45.0
Admissions / Enrollment,I need an N#,EN,Could you please help me fulfill my need for an N#?,51.0
Admissions / Enrollment,I need an N#,EN,I would sincerely appreciate any assistance regarding my N#.,60.0
Admissions / Enrollment,I need an N#,EN,I need an N# to finalize my transfer application.,49.0
Admissions / Enrollment,I need an N#,EN,Can I get my N#? I need it for a scholarship application.,57.0
Admissions / Enrollment,I need an N#,EN,I lost my N# and need it to apply for housing.,46.0
Admissions / Enrollment,I need an N#,EN,I need my N# to register for my classes next semester.,54.0
Admissions / Enrollment,I need an N#,EN,Could you help me find my N#? I need it for my job application.,63.0
Admissions / Enrollment,I need an N#,EN,I forgot my N# and need it for financial aid verification.,58.0
Admissions / Enrollment,I need an N#,EN,I need my N# to complete my enrollment process.,47.0
Admissions / Enrollment,I need an N#,EN,Can you help me retrieve my N#? I need it for my internship.,60.0
Admissions / Enrollment,I need an N#,EN,I need an N# for the student loan application.,46.0
Admissions / Enrollment,I need an N#,EN,I require my N# to access the career services portal.,53.0
Admissions / Enrollment,I need an N#,EN,Could I please have my N#? It's needed for my research project.,63.0
Admissions / Enrollment,I need an N#,EN,I need my N# so I can update my personal information.,53.0
Admissions / Enrollment,I need an N#,EN,I need my N# to apply for a club membership.,44.0
Admissions / Enrollment,I need an N#,EN,Can you provide me with my N# for the new student orientation?,62.0
Admissions / Enrollment,I need an N#,EN,I'm having trouble finding my N# for my course registration.,60.0
Admissions / Enrollment,I need an N#,EN,I need my N# to submit my graduation application.,49.0
Admissions / Enrollment,I need an N#,EN,Could you locate my N#? I need it for a job fair.,49.0
Admissions / Enrollment,I need an N#,EN,I require my N# to participate in a study abroad program.,57.0
Admissions / Enrollment,I need an N#,EN,I need my N# for my internship application process.,51.0
Admissions / Enrollment,I need an N#,EN,Can you help me? I need my N# for tax documentation.,52.0
Admissions / Enrollment,I need an N#,EN,I need an N# to access the online library resources.,52.0
Admissions / Enrollment,I need an N#,EN,I need help obtaining my N#.,28.0
Admissions / Enrollment,I need an N#,EN,Could you assist me in finding my N#?,37.0
Admissions / Enrollment,I need an N#,EN,I’m looking for my N#; can you help?,36.0
Admissions / Enrollment,I need an N#,EN,Can you provide me with my N#?,30.0
Admissions / Enrollment,I need an N#,EN,"I forgot my N#, can you retrieve it for me?",43.0
Admissions / Enrollment,I need an N#,EN,Do you know how I can get my N#?,32.0
Admissions / Enrollment,I need an N#,EN,I need my N# for my application; can you assist?,48.0
Admissions / Enrollment,I need an N#,EN,Can I get some help with my N#?,31.0
Admissions / Enrollment,I need an N#,EN,I can't find my N#; can you check it for me?,44.0
Admissions / Enrollment,I need an N#,EN,What's the process to obtain my N#?,35.0
Admissions / Enrollment,I need an N#,EN,I'm trying to locate my N#; can you guide me?,45.0
Admissions / Enrollment,I need an N#,EN,I require my N# for enrollment; can you help?,45.0
Admissions / Enrollment,I need an N#,EN,"Help! I need my N#, please.",27.0
Admissions / Enrollment,I need an N#,EN,Can you direct me on how to get my N#?,38.0
Admissions / Enrollment,I need an N#,EN,"I would like to request my N#, please.",38.0
Admissions / Enrollment,I need an N#,EN,Is there a way I can access my N#?,34.0
Admissions / Enrollment,I need an N#,EN,I need assistance with retrieving my N#.,40.0
Admissions / Enrollment,I need an N#,EN,Can you tell me how to access my N#?,36.0
Admissions / Enrollment,I need an N#,EN,I’m having trouble finding my N#; any advice?,45.0
Admissions / Enrollment,I need an N#,EN,Can you help me figure out my N#?,33.0
Admissions / Enrollment,International Student Inquiry,EN,"Hey, I have a quick question about international student applications.",70.0
Admissions / Enrollment,International Student Inquiry,EN,Could you help me with the documents I need as an international student?,72.0
Admissions / Enrollment,International Student Inquiry,EN,I'm trying to find out the deadlines for international student enrollment.,74.0
Admissions / Enrollment,International Student Inquiry,EN,What are the language requirements for international students?,62.0
Admissions / Enrollment,International Student Inquiry,EN,Do you guys have info on scholarships for international students?,65.0
Admissions / Enrollment,International Student Inquiry,EN,I need clarification on my visa process as an international applicant.,70.0
Admissions / Enrollment,International Student Inquiry,EN,Can you tell me where to upload my international transcripts?,61.0
Admissions / Enrollment,International Student Inquiry,EN,I'm confused about the health insurance requirement for international students.,79.0
Admissions / Enrollment,International Student Inquiry,EN,Is there someone I can talk to about orientation for international students?,76.0
Admissions / Enrollment,International Student Inquiry,EN,What’s the best way to contact the international student office?,64.0
Admissions / Enrollment,International Student Inquiry,EN,Can you point me to some resources for international students?,62.0
Admissions / Enrollment,International Student Inquiry,EN,I need help understanding how tuition works for international students.,71.0
Admissions / Enrollment,International Student Inquiry,EN,Are there any clubs for international students on campus?,57.0
Admissions / Enrollment,International Student Inquiry,EN,What's the process if my international application is missing something?,72.0
Admissions / Enrollment,International Student Inquiry,EN,Can you check the status of my international application?,57.0
Admissions / Enrollment,International Student Inquiry,EN,"I’m looking for housing options for international students, any advice?",71.0
Admissions / Enrollment,International Student Inquiry,EN,Do you know if there are any workshops for new international students?,70.0
Admissions / Enrollment,International Student Inquiry,EN,How do I get my international student ID?,41.0
Admissions / Enrollment,International Student Inquiry,EN,Is there a specific advisor for international students I can reach out to?,74.0
Admissions / Enrollment,International Student Inquiry,EN,Can you help me translate some of my documents for admissions?,62.0
Admissions / Enrollment,International Student Inquiry,EN,What’s the most common challenge for international students here?,65.0
Admissions / Enrollment,International Student Inquiry,EN,"I need help with my international student application, can you assist me quickly?",81.0
Admissions / Enrollment,International Student Inquiry,EN,"I'm on a tight deadline for my enrollment forms, can you help me?",65.0
Admissions / Enrollment,International Student Inquiry,EN,"Excuse me, where can I get information about international student scholarships?",80.0
Admissions / Enrollment,International Student Inquiry,EN,"I have a question about my visa documents for enrollment, please help!",70.0
Admissions / Enrollment,International Student Inquiry,EN,Can you tell me the status of my international application?,59.0
Admissions / Enrollment,International Student Inquiry,EN,I need to confirm my acceptance as an international student right now!,70.0
Admissions / Enrollment,International Student Inquiry,EN,"I'm in a hurry, can you help me with the health insurance requirements?",71.0
Admissions / Enrollment,International Student Inquiry,EN,Which documents do I need to submit as an international student?,64.0
